# X	Y	time	B	Z
26.5	9.5	0.09166666667	-5.493661198	0.3910659331
26.5	9.5	0.1	-5.540913897	0.4083649397
26.5	9.5	0.1083333333	-5.674796543	0.4542223393
26.5	9.5	0.1166666667	-5.686609717	0.4822308669
26.5	9.5	0.125	-5.670858818	0.5039238527
26.5	9.5	0.1333333333	-5.666921093	0.5074940227
26.5	9.5	0.1416666667	-5.670858818	0.5050225948
26.5	9.5	0.15	-5.670858818	0.50721909
26.5	9.5	0.1583333333	-5.666921093	0.514358441
26.5	9.5	0.1666666667	-5.674796543	0.5357774831
26.5	9.5	0.175	-5.690547442	0.56103965
26.5	9.5	0.1833333333	-5.670858818	0.578888522
26.5	9.5	0.1916666667	-5.670858818	0.6014053172
26.5	9.5	0.2	-5.714173791	0.6209018079
26.5	9.5	0.2083333333	-5.76142649	0.6395744892
26.5	9.5	0.2166666667	-5.749613315	0.6659353982
26.5	9.5	0.225	-5.718111516	0.6879033168
26.5	9.5	0.2333333333	-5.694485167	0.7021820189
26.5	9.5	0.2416666667	-5.690547442	0.7084975606
26.5	9.5	0.25	-5.674796543	0.7241489485
26.5	9.5	0.2583333333	-5.655107918	0.7400762582
26.5	9.5	0.2666666667	-5.635419294	0.7631419299
26.5	9.5	0.275	-5.596042045	0.7900517154
26.5	9.5	0.2833333333	-5.544851621	0.8109218809
26.5	9.5	0.2916666667	-5.485785748	0.8290446967
26.5	9.5	0.3	-5.399155801	0.8488151312
26.5	9.5	0.3083333333	-5.328276753	0.8647424409
26.5	9.5	0.3166666667	-5.26921088	0.8803938288
26.5	9.5	0.325	-5.186518657	0.900439196
26.5	9.5	0.3333333333	-5.095950985	0.9127963357
26.5	9.5	0.3416666667	-4.989632413	0.9284477236
26.5	9.5	0.35	-4.717929396	0.9515143843
26.5	9.5	0.3583333333	-4.631309123	0.9531620029
26.5	9.5	0.3666666667	-4.702178496	0.9539858122
26.5	9.5	0.375	-4.702178496	0.9526121374
26.5	9.5	0.3833333333	-4.702178496	0.9526121374
26.5	9.5	0.3916666667	-4.706116221	0.9526121374
26.5	9.5	0.4	-4.694303047	0.9556334308
26.5	9.5	0.4083333333	-4.611604374	0.9660680191
